X,Y,ux,uy,sigma_xx,sigma_yy,sigma_xy,magnitude
0.1010101,3.878788,0.009221543,0.007029551,2.5188265,22.720873,-6.65017,0.011595319
0.1010101,3.9191918,0.009752456,0.0070787407,4.983506,20.636076,-6.434755,0.012050684
0.1010101,3.959596,0.010292087,0.007120259,7.5832877,18.595642,-6.2294626,0.012514996
0.1010101,4.0,0.010840315,0.0071539804,10.318447,16.606344,-6.0347557,0.012988144
0.15151516,0.04040404,-0.00041580945,0.00013736635,-0.1246191,-3.9166667,-1.3013011,0.0004379121
0.15151516,0.08080808,-0.00039842352,0.00012816116,-1.0873318,-4.115842,-2.5349226,0.0004185291
0.15151516,0.121212125,-0.0003898032,0.000119445845,-2.1606882,-4.373166,-3.6743066,0.00040769333
0.15151516,0.16161616,-0.00038951263,0.00011121109,-3.3451798,-4.691829,-4.717421,0.00040507776
0.15151516,0.2020202,-0.00039687753,0.00010347925,-4.6380615,-5.073018,-5.6626863,0.000410146
0.15151516,0.24242425,-0.00041166693,9.6116215e-05,-6.036015,-5.517874,-6.5094724,0.00042273867
0.15151516,0.28282827,-0.0004331246,8.907914e-05,-7.5320644,-6.0255566,-7.25748,0.00044219004
0.15151516,0.32323232,-0.0004609041,8.2364306e-05,-9.120027,-6.59572,-7.907466,0.00046820557
0.15151516,0.36363637,-0.00049443915,7.588044e-05,-10.790133,-7.2254505,-8.460872,0.00050022785
0.15151516,0.4040404,-0.0005334206,6.959587e-05,-12.531511,-7.9111166,-8.91979,0.0005379416
0.15151516,0.44444445,-0.0005771704,6.341748e-05,-14.331726,-8.648389,-9.287209,0.000580644
0.15151516,0.4848485,-0.0006253831,5.72782e-05,-16.176989,-9.430987,-9.566711,0.00062800065
0.15151516,0.5252525,-0.0006775558,5.1146373e-05,-18.051414,-10.250646,-9.762978,0.0006794835
0.15151516,0.56565654,-0.0007333644,4.495494e-05,-19.93919,-11.099346,-9.881104,0.000734741
0.15151516,0.6060606,-0.00079234317,3.8625672e-05,-21.823204,-11.966773,-9.926967,0.0007932841
0.15151516,0.64646465,-0.00085420907,3.211014e-05,-23.685621,-12.841987,-9.907181,0.0008548124
0.15151516,0.68686867,-0.0009185262,2.5451183e-05,-25.508184,-13.712568,-9.828465,0.00091887877
0.15151516,0.72727275,-0.0009851307,1.8510967e-05,-27.272005,-14.5650835,-9.698678,0.0009853046
0.15151516,0.7676768,-0.0010537021,1.133047e-05,-28.959782,-15.385698,-9.525736,0.001053763
0.15151516,0.8080808,-0.0011239015,3.868714e-06,-30.552557,-16.159548,-9.317612,0.0011239081
0.15151516,0.8484849,-0.0011956953,-3.6992133e-06,-32.03448,-16.871733,-9.082756,0.001195701
0.15151516,0.8888889,-0.0012686588,-1.1444092e-05,-33.38897,-17.506817,-8.829767,0.0012687104
0.15151516,0.9292929,-0.0013427101,-1.9345433e-05,-34.601486,-18.04905,-8.566886,0.0013428495
0.15151516,0.969697,-0.0014177226,-2.7235597e-05,-35.658558,-18.483406,-8.302343,0.001417984
0.15151516,1.010101,-0.0014935099,-3.4967437e-05,-36.5493,-18.795301,-8.044247,0.0014939192
0.15151516,1.050505,-0.0015698373,-4.2520463e-05,-37.264526,-18.970789,-7.799888,0.0015704131
0.15151516,1.0909091,-0.0016467012,-4.966557e-05,-37.797043,-18.99669,-7.5765934,0.0016474501
0.15151516,1.1313131,-0.0017238595,-5.618483e-05,-38.143154,-18.861713,-7.38031,0.0017247748
0.15151516,1.1717172,-0.001801271,-6.188825e-05,-38.29945,-18.554392,-7.217181,0.0018023339
0.15151516,1.2121212,-0.0018788166,-6.6604465e-05,-38.268005,-18.06726,-7.0918784,0.0018799969
0.15151516,1.2525252,-0.0019561797,-6.999448e-05,-38.051743,-17.392931,-7.0084615,0.0019574317
0.15151516,1.2929293,-0.0020332858,-7.184222e-05,-37.65582,-16.525887,-6.9700413,0.0020345545
0.15151516,1.3333334,-0.0021100082,-7.181615e-05,-37.0891,-15.463733,-6.9792457,0.00211123
0.15151516,1.3737373,-0.0021860637,-6.95996e-05,-36.362568,-14.205895,-7.0368414,0.0021871713
0.15151516,1.4141414,-0.0022612512,-6.4956024e-05,-35.488953,-12.753581,-7.1436543,0.002262184
0.15151516,1.4545455,-0.0023353174,-5.748868e-05,-34.483078,-11.1107,-7.298674,0.002336025
0.15151516,1.4949495,-0.0024078935,-4.6830624e-05,-33.361946,-9.282544,-7.50071,0.002408349
0.15151516,1.5353535,-0.0024788491,-3.2749027e-05,-32.143337,-7.2775326,-7.7476134,0.0024790654
0.15151516,1.5757576,-0.002547633,-1.4893711e-05,-30.846497,-5.1058474,-8.036168,0.0025476764
0.15151516,1.6161616,-0.0026139729,7.1302056e-06,-29.491718,-2.7789888,-8.362759,0.0026139827
0.15151516,1.6565657,-0.002677355,3.3598393e-05,-28.099201,-0.31065428,-8.723162,0.0026775657
0.15151516,1.6969697,-0.0027374849,6.469339e-05,-26.688705,2.2841575,-9.112891,0.0027382493
0.15151516,1.7373737,-0.0027937777,0.0001009386,-25.28161,4.9885015,-9.5264225,0.0027956006
0.15151516,1.7777778,-0.0028457828,0.00014232844,-23.895742,7.785255,-9.958781,0.0028493397
0.15151516,1.8181819,-0.0028929897,0.00018937513,-22.550499,10.655863,-10.404551,0.0028991813
0.15151516,1.8585858,-0.0029348284,0.00024208985,-21.26254,13.581326,-10.857974,0.0029447963
0.15151516,1.8989899,-0.0029708631,0.00030068494,-20.047728,16.542011,-11.3135,0.0029860407
0.15151516,1.939394,-0.003000304,0.00036536716,-18.919333,19.518734,-11.766153,0.0030224689
0.15151516,1.979798,-0.0030227788,0.00043614022,-17.88968,22.49158,-12.210722,0.0030540808
0.15151516,2.020202,-0.003037624,0.000513196,-16.967617,25.442003,-12.642299,0.0030806703
0.15151516,2.060606,-0.0030443333,0.00059655495,-16.161398,28.35068,-13.056609,0.003102232
0.15151516,2.10101,-0.0030423105,0.00068612397,-15.475388,31.200308,-13.4497385,0.0031187208
0.15151516,2.1414142,-0.0030310862,0.00078201294,-14.913255,33.973446,-13.818108,0.0031303398
0.15151516,2.1818182,-0.0030100383,0.00088401046,-14.475618,36.65389,-14.158324,0.0031371652
0.15151516,2.2222223,-0.0029787757,0.0009920523,-14.160579,39.22709,-14.46841,0.0031396293
0.15151516,2.2626262,-0.0029366799,0.0011059977,-13.966,41.67861,-14.7455225,0.003138044
0.15151516,2.3030303,-0.002883505,0.0012256317,-13.88617,43.996178,-14.98856,0.0031331733
0.15151516,2.3434343,-0.0028186329,0.0013507623,-13.914552,46.168713,-15.195937,0.00312558
0.15151516,2.3838384,-0.002741754,0.0014811018,-14.042528,48.186153,-15.367165,0.0031162282
0.15151516,2.4242425,-0.0026525855,0.0016163904,-14.261307,50.04001,-15.501858,0.0031062723
0.15151516,2.4646466,-0.002550818,0.0017563282,-14.56052,51.722992,-15.599788,0.0030969921
0.15151516,2.5050504,-0.002436027,0.0019004429,-14.929251,53.228745,-15.66124,0.0030896456
0.15151516,2.5454545,-0.0023082085,0.0020484738,-15.354921,54.55369,-15.687162,0.0030861094
0.15151516,2.5858586,-0.0021669418,0.0021999534,-15.826276,55.693405,-15.677761,0.0030879495
0.15151516,2.6262627,-0.0020122528,0.0023545995,-16.329935,56.646633,-15.634363,0.0030973055
0.15151516,2.6666667,-0.0018439107,0.0025118273,-16.855164,57.411404,-15.5581875,0.0031159723
0.15151516,2.7070708,-0.0016618855,0.0026713517,-17.388023,57.988945,-15.450368,0.0031461061
0.15151516,2.7474747,-0.0014660731,0.0028325059,-17.916733,58.3797,-15.312424,0.0031894294
0.15151516,2.7878788,-0.0012565367,0.0029949863,-18.430502,58.585724,-15.145627,0.0032478957
0.15151516,2.8282828,-0.0010331348,0.00315829,-18.91689,58.610558,-14.951757,0.003322975
